Feedback_ID,Feedback_Text
ZMF08792,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF05944,The soup was completely spilled in the bag. Terrible packaging.
ZMF08127,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF02876,"The The food quality was simply excellent. Keep it up, Zomato."
ZMF01091,Amazing discounts and very quick delivery. Highly recommended.
ZMF08283,I am tired of the the app crashing during payment. This is completely unacceptable.
ZMF04835,I love the the customer support. It makes ordering food so convenient and enjoyable.
ZMF02903,Food from Pizza Bay arrived super fast and was delicious!
ZMF01288,"My order was perfectly packed, no spills at all. The food was neat and secure too."
ZMF02507,Food from Biryani Central arrived earlier than expected and was user-friendly!
ZMF08449,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF05161,My order was more than an hour late and the food was cold.
ZMF08776,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF08442,My order was more than an hour late and the food was soggy.
ZMF06568,Received a completely wrong item from Noodle Kingdom. Customer support is not helping.
ZMF06287,One of the items was missing from my order. This is completely unacceptable.
ZMF02205,"The The app's user interface was simply excellent. Keep it up, Zomato."
ZMF05041,One of the items was missing from my order. My entire meal was ruined.
ZMF00777,I love the the wide variety of restaurants. It makes ordering food so convenient and enjoyable.
ZMF03537,Food from The Curry House arrived earlier than expected and was user-friendly!
ZMF03862,"My order was perfectly packed, no spills at all. The food was polite and professional too."
ZMF00687,"My order was perfectly packed, no spills at all. The food was hot and fresh too."
ZMF05139,I am tired of the cold food. I had to wait for more than an hour.
ZMF07355,I am tired of the late delivery. My entire meal was ruined.
ZMF05685,The curry was completely spilled in the bag. Terrible packaging.
ZMF00672,I love the the wide variety of restaurants. It makes ordering food so convenient and enjoyable.
ZMF06080,The curry was completely spilled in the bag. Terrible packaging.
ZMF09915,My order was more than 40 minutes late and the food was soggy.
ZMF02542,The delivery partner was very hot and fresh. Great service!
ZMF06898,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF00589,"My order was perfectly packed, no spills at all. The food was neat and secure too."
ZMF01317,Consistently good experience with Zomato. Reliable and fast.
ZMF04345,Food from Grill & Chill arrived super fast and was impressive!
ZMF04483,Food from Noodle Kingdom arrived super fast and was delicious!
ZMF08330,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF07864,I am tired of the a wrong item being delivered. It was a very frustrating experience.
ZMF07109,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF07760,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF04155,"The The packaging was simply excellent. Keep it up, Zomato."
ZMF01908,"The The delivery speed was simply excellent. Keep it up, Zomato."
ZMF09186,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF07701,I am tired of the cold food. I want a full refund for this order.
ZMF09723,My order was more than an hour late and the food was soggy.
ZMF09350,Received a completely wrong item from Noodle Kingdom. Customer support is not helping.
ZMF06075,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF02000,Amazing discounts and very quick delivery. Highly recommended.
ZMF08107,One of the items was missing from my order. I want a full refund for this order.
ZMF00882,Amazing discounts and very quick delivery. Highly recommended.
ZMF05024,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF05249,I am tired of the a wrong item being delivered. This is completely unacceptable.
ZMF07423,The soup was completely spilled in the bag. Terrible packaging.
ZMF00454,"My order was perfectly packed, no spills at all. The food was excellent too."
ZMF06877,One of the items was missing from my order. This is completely unacceptable.
ZMF01572,"My order was perfectly packed, no spills at all. The food was excellent too."
ZMF01778,Amazing discounts and very quick delivery. Highly recommended.
ZMF00123,"My order was perfectly packed, no spills at all. The food was excellent too."
ZMF05303,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF08970,The soup was completely spilled in the bag. Terrible packaging.
ZMF06068,One of the items was missing from my order. I want a full refund for this order.
ZMF05102,Received a completely wrong item from Pizza Bay. Customer support is not helping.
ZMF08152,The curry was completely spilled in the bag. Terrible packaging.
ZMF05798,My order was more than 40 minutes late and the food was soggy.
ZMF04436,"My order was perfectly packed, no spills at all. The food was delicious too."
ZMF03412,Food from The Curry House arrived earlier than expected and was impressive!
ZMF01791,"My order was perfectly packed, no spills at all. The food was impressive too."
ZMF04753,Consistently good experience with Zomato. Reliable and fast.
ZMF04682,The delivery partner was very quick. Great service!
ZMF01165,Food from Pizza Bay arrived super fast and was user-friendly!
ZMF09268,My order was more than 40 minutes late and the food was soggy.
ZMF04433,"My order was perfectly packed, no spills at all. The food was delicious too."
ZMF06122,One of the items was missing from my order. I had to wait for more than an hour.
ZMF09668,The soup was completely spilled in the bag. Terrible packaging.
ZMF07474,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF01603,Consistently good experience with Zomato. Reliable and fast.
ZMF04288,"My order was perfectly packed, no spills at all. The food was polite and professional too."
ZMF00373,"The The app's user interface was simply excellent. Keep it up, Zomato."
ZMF04529,Food from Grill & Chill arrived earlier than expected and was neat and secure!
ZMF06825,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF08170,The soup was completely spilled in the bag. Terrible packaging.
ZMF05035,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF08197,My order was more than an hour late and the food was cold.
ZMF08100,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF08986,The curry was completely spilled in the bag. Terrible packaging.
ZMF00020,"The The customer support was simply excellent. Keep it up, Zomato."
ZMF08989,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF01237,Consistently good experience with Zomato. Reliable and fast.
ZMF08426,Received a completely wrong item from Biryani Central. Customer support is not helping.
ZMF06997,The curry was completely spilled in the bag. Terrible packaging.
ZMF08625,My order was more than 40 minutes late and the food was soggy.
ZMF08124,Received a completely wrong item from Pizza Bay. Customer support is not helping.
ZMF06670,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF03895,Amazing discounts and very quick delivery. Highly recommended.
ZMF09093,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF07332,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF07098,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF08472,I am tired of the the restaurant canceling my order after a long wait. I had to wait for more than an hour.
ZMF09088,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF07743,Received a completely wrong item from Pizza Bay. Customer support is not helping.
ZMF04338,"The The wide variety of restaurants was simply excellent. Keep it up, Zomato."
ZMF00381,Food from Grill & Chill arrived super fast and was delicious!
ZMF08201,I am tired of the a rude delivery partner. It was a very frustrating experience.
ZMF08343,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF03626,"My order was perfectly packed, no spills at all. The food was user-friendly too."
ZMF08322,The curry was completely spilled in the bag. Terrible packaging.
ZMF08672,One of the items was missing from my order. I want a full refund for this order.
ZMF04119,I love the the food quality. It makes ordering food so convenient and enjoyable.
ZMF06121,One of the items was missing from my order. I want a full refund for this order.
ZMF08295,Received a completely wrong item from Noodle Kingdom. Customer support is not helping.
ZMF07023,One of the items was missing from my order. My entire meal was ruined.
ZMF05551,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF02430,I love the the app's user interface. It makes ordering food so convenient and enjoyable.
ZMF05223,I am tired of the cold food. It was a very frustrating experience.
ZMF02712,"My order was perfectly packed, no spills at all. The food was impressive too."
ZMF05350,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF05048,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF00958,"The The delivery speed was simply excellent. Keep it up, Zomato."
ZMF03433,I love the the zomato gold benefits. It makes ordering food so convenient and enjoyable.
ZMF06549,I am tired of the spilled food due to poor packaging. I had to wait for more than an hour.
ZMF05495,Received a completely wrong item from Biryani Central. Customer support is not helping.
ZMF07953,My order was more than an hour late and the food was soggy.
ZMF09170,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF03188,Food from Pizza Bay arrived super fast and was excellent!
ZMF04593,"My order was perfectly packed, no spills at all. The food was hot and fresh too."
ZMF06673,I am tired of the the app crashing during payment. I had to wait for more than an hour.
ZMF00628,"The The packaging was simply excellent. Keep it up, Zomato."
ZMF05289,Received a completely wrong item from Grill & Chill. Customer support is not helping.
ZMF02442,"My order was perfectly packed, no spills at all. The food was user-friendly too."
ZMF04919,"My order was perfectly packed, no spills at all. The food was hot and fresh too."
ZMF01768,Amazing discounts and very quick delivery. Highly recommended.
ZMF01416,The delivery partner was very polite and professional. Great service!
ZMF04064,Amazing discounts and very quick delivery. Highly recommended.
ZMF07370,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF05487,I am tired of the late delivery. This is completely unacceptable.
ZMF05355,My order was more than 40 minutes late and the food was soggy.
ZMF09091,Received a completely wrong item from Biryani Central. Customer support is not helping.
ZMF08626,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF00060,The delivery partner was very impressive. Great service!
ZMF06860,The soup was completely spilled in the bag. Terrible packaging.
ZMF02762,I love the the delivery speed. It makes ordering food so convenient and enjoyable.
ZMF01168,"My order was perfectly packed, no spills at all. The food was hot and fresh too."
ZMF03516,Consistently good experience with Zomato. Reliable and fast.
ZMF00499,Amazing discounts and very quick delivery. Highly recommended.
ZMF06174,I am tired of the late delivery. This is completely unacceptable.
ZMF09731,The soup was completely spilled in the bag. Terrible packaging.
ZMF05054,I am tired of the a rude delivery partner. This is completely unacceptable.
ZMF07121,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF00837,The delivery partner was very excellent. Great service!
ZMF05270,One of the items was missing from my order. My entire meal was ruined.
ZMF01541,"My order was perfectly packed, no spills at all. The food was delicious too."
ZMF01056,"The The delivery speed was simply excellent. Keep it up, Zomato."
ZMF05267,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF07769,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF03199,I love the the delivery speed. It makes ordering food so convenient and enjoyable.
ZMF06435,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF04951,"The The wide variety of restaurants was simply excellent. Keep it up, Zomato."
ZMF09371,The soup was completely spilled in the bag. Terrible packaging.
ZMF02417,"My order was perfectly packed, no spills at all. The food was polite and professional too."
ZMF07310,I am tired of the an item missing from my order. My entire meal was ruined.
ZMF05713,The soup was completely spilled in the bag. Terrible packaging.
ZMF07149,The soup was completely spilled in the bag. Terrible packaging.
ZMF00421,I love the the app's user interface. It makes ordering food so convenient and enjoyable.
ZMF02306,Amazing discounts and very quick delivery. Highly recommended.
ZMF09292,One of the items was missing from my order. My entire meal was ruined.
ZMF07949,I am tired of the spilled food due to poor packaging. It was a very frustrating experience.
ZMF02710,Food from Pizza Bay arrived earlier than expected and was quick!
ZMF06895,The curry was completely spilled in the bag. Terrible packaging.
ZMF08547,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF00075,"My order was perfectly packed, no spills at all. The food was user-friendly too."
ZMF07655,One of the items was missing from my order. I want a full refund for this order.
ZMF00985,Consistently good experience with Zomato. Reliable and fast.
ZMF04200,"My order was perfectly packed, no spills at all. The food was impressive too."
ZMF05422,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF01532,Amazing discounts and very quick delivery. Highly recommended.
ZMF02137,Food from Grill & Chill arrived super fast and was impressive!
ZMF00521,Amazing discounts and very quick delivery. Highly recommended.
ZMF09769,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF04501,I love the the customer support. It makes ordering food so convenient and enjoyable.
ZMF09654,The soup was completely spilled in the bag. Terrible packaging.
ZMF02003,Food from The Curry House arrived earlier than expected and was hot and fresh!
ZMF07829,I am tired of the late delivery. This is completely unacceptable.
ZMF00667,Food from Biryani Central arrived earlier than expected and was neat and secure!
ZMF01857,"The The packaging was simply excellent. Keep it up, Zomato."
ZMF07604,Received a completely wrong item from Noodle Kingdom. Customer support is not helping.
ZMF02514,Food from Pizza Bay arrived super fast and was polite and professional!
ZMF03960,The delivery partner was very neat and secure. Great service!
ZMF01638,I love the the packaging. It makes ordering food so convenient and enjoyable.
ZMF00934,"The The food quality was simply excellent. Keep it up, Zomato."
ZMF02808,I love the the customer support. It makes ordering food so convenient and enjoyable.
ZMF06501,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF00034,Food from Biryani Central arrived earlier than expected and was neat and secure!
ZMF09332,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF08734,The curry was completely spilled in the bag. Terrible packaging.
ZMF05914,My order was more than 40 minutes late and the food was soggy.
ZMF04790,Food from Noodle Kingdom arrived super fast and was polite and professional!
ZMF08054,One of the items was missing from my order. It was a very frustrating experience.
ZMF04321,The delivery partner was very quick. Great service!
ZMF03107,Food from Noodle Kingdom arrived earlier than expected and was user-friendly!
ZMF03554,"My order was perfectly packed, no spills at all. The food was impressive too."
ZMF06809,I am tired of the a wrong item being delivered. I want a full refund for this order.
ZMF01708,Food from The Curry House arrived super fast and was hot and fresh!
ZMF09841,Received a completely wrong item from Biryani Central. Customer support is not helping.
ZMF07489,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF05631,Received a completely wrong item from Pizza Bay. Customer support is not helping.
ZMF04369,"My order was perfectly packed, no spills at all. The food was polite and professional too."
ZMF07296,Received a completely wrong item from Grill & Chill. Customer support is not helping.
ZMF05417,My order was more than an hour late and the food was cold.
ZMF00032,I love the the wide variety of restaurants. It makes ordering food so convenient and enjoyable.
ZMF01686,"My order was perfectly packed, no spills at all. The food was hot and fresh too."
ZMF02836,The delivery partner was very polite and professional. Great service!
ZMF00188,Food from The Curry House arrived earlier than expected and was neat and secure!
ZMF06530,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF07126,One of the items was missing from my order. It was a very frustrating experience.
ZMF03532,The delivery partner was very neat and secure. Great service!
ZMF08578,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF00993,The delivery partner was very delicious. Great service!
ZMF04963,Amazing discounts and very quick delivery. Highly recommended.
ZMF04526,Amazing discounts and very quick delivery. Highly recommended.
ZMF05747,Received a completely wrong item from The Curry House. Customer support is not helping.
ZMF07159,One of the items was missing from my order. I had to wait for more than an hour.
ZMF06014,Received a completely wrong item from The Curry House. Customer support is not helping.
ZMF05822,One of the items was missing from my order. This is completely unacceptable.
ZMF05120,The soup was completely spilled in the bag. Terrible packaging.
ZMF04164,Amazing discounts and very quick delivery. Highly recommended.
ZMF08061,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF00035,The delivery partner was very delicious. Great service!
ZMF00313,"The The customer support was simply excellent. Keep it up, Zomato."
ZMF06706,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF06293,The curry was completely spilled in the bag. Terrible packaging.
ZMF08333,The curry was completely spilled in the bag. Terrible packaging.
ZMF05181,My order was more than an hour late and the food was cold.
ZMF00308,Food from Biryani Central arrived earlier than expected and was excellent!
ZMF04900,I love the the zomato gold benefits. It makes ordering food so convenient and enjoyable.
ZMF08202,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF02224,Consistently good experience with Zomato. Reliable and fast.
ZMF04088,I love the the zomato gold benefits. It makes ordering food so convenient and enjoyable.
ZMF01497,"My order was perfectly packed, no spills at all. The food was polite and professional too."
ZMF01604,The delivery partner was very impressive. Great service!
ZMF00940,Consistently good experience with Zomato. Reliable and fast.
ZMF01509,"My order was perfectly packed, no spills at all. The food was user-friendly too."
ZMF05278,The curry was completely spilled in the bag. Terrible packaging.
ZMF02454,"The The customer support was simply excellent. Keep it up, Zomato."
ZMF07326,My order was more than an hour late and the food was cold.
ZMF04140,Amazing discounts and very quick delivery. Highly recommended.
ZMF00858,Amazing discounts and very quick delivery. Highly recommended.
ZMF08039,I am tired of the late delivery. I want a full refund for this order.
ZMF09864,One of the items was missing from my order. My entire meal was ruined.
ZMF05144,Received a completely wrong item from Biryani Central. Customer support is not helping.
ZMF08220,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF09005,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF00384,The delivery partner was very polite and professional. Great service!
ZMF05663,I am tired of the a rude delivery partner. My entire meal was ruined.
ZMF08072,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF02419,Food from Pizza Bay arrived earlier than expected and was delicious!
ZMF02522,I love the the app's user interface. It makes ordering food so convenient and enjoyable.
ZMF06703,My order was more than 40 minutes late and the food was cold.
ZMF06219,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF03737,Consistently good experience with Zomato. Reliable and fast.
ZMF01440,The delivery partner was very impressive. Great service!
ZMF06371,I am tired of the spilled food due to poor packaging. This is completely unacceptable.
ZMF05021,My order was more than an hour late and the food was soggy.
ZMF00242,"My order was perfectly packed, no spills at all. The food was user-friendly too."
ZMF05732,One of the items was missing from my order. My entire meal was ruined.
ZMF01895,I love the the delivery speed. It makes ordering food so convenient and enjoyable.
ZMF09975,I am tired of the a rude delivery partner. I want a full refund for this order.
ZMF02272,Food from Pizza Bay arrived earlier than expected and was user-friendly!
ZMF04774,"The The delivery speed was simply excellent. Keep it up, Zomato."
ZMF08414,My order was more than 40 minutes late and the food was soggy.
ZMF00361,Amazing discounts and very quick delivery. Highly recommended.
ZMF04420,Amazing discounts and very quick delivery. Highly recommended.
ZMF03842,"My order was perfectly packed, no spills at all. The food was neat and secure too."
ZMF02516,"My order was perfectly packed, no spills at all. The food was excellent too."
ZMF03924,The delivery partner was very polite and professional. Great service!
ZMF00236,The delivery partner was very quick. Great service!
ZMF04029,Amazing discounts and very quick delivery. Highly recommended.
ZMF06535,Received a completely wrong item from Noodle Kingdom. Customer support is not helping.
ZMF00229,"My order was perfectly packed, no spills at all. The food was quick too."
ZMF02141,I love the the delivery speed. It makes ordering food so convenient and enjoyable.
ZMF02987,I love the the customer support. It makes ordering food so convenient and enjoyable.
ZMF09287,My order was more than an hour late and the food was soggy.
ZMF06693,The curry was completely spilled in the bag. Terrible packaging.
ZMF05458,I am tired of the spilled food due to poor packaging. My entire meal was ruined.
ZMF02677,"The The Zomato Gold benefits was simply excellent. Keep it up, Zomato."
ZMF01134,I love the the delivery speed. It makes ordering food so convenient and enjoyable.
ZMF00438,"My order was perfectly packed, no spills at all. The food was polite and professional too."
ZMF05939,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF06987,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF03989,Consistently good experience with Zomato. Reliable and fast.
ZMF01879,Consistently good experience with Zomato. Reliable and fast.
ZMF09999,I am tired of the spilled food due to poor packaging. I had to wait for more than an hour.
ZMF00087,"The The food quality was simply excellent. Keep it up, Zomato."
ZMF03651,"My order was perfectly packed, no spills at all. The food was impressive too."
ZMF05516,I am tired of the cold food. I want a full refund for this order.
ZMF07313,Received a completely wrong item from Biryani Central. Customer support is not helping.
ZMF00477,"The The packaging was simply excellent. Keep it up, Zomato."
ZMF03779,Consistently good experience with Zomato. Reliable and fast.
ZMF04924,"The The Zomato Gold benefits was simply excellent. Keep it up, Zomato."
ZMF09267,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF04801,"My order was perfectly packed, no spills at all. The food was impressive too."
ZMF09541,The curry was completely spilled in the bag. Terrible packaging.
ZMF05504,The curry was completely spilled in the bag. Terrible packaging.
ZMF09415,One of the items was missing from my order. It was a very frustrating experience.
ZMF09340,My order was more than 40 minutes late and the food was soggy.
ZMF07432,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF00066,Consistently good experience with Zomato. Reliable and fast.
ZMF02185,"My order was perfectly packed, no spills at all. The food was user-friendly too."
ZMF08704,I am tired of the the restaurant canceling my order after a long wait. I had to wait for more than an hour.
ZMF01573,The delivery partner was very hot and fresh. Great service!
ZMF00338,The delivery partner was very hot and fresh. Great service!
ZMF08359,My order was more than 40 minutes late and the food was soggy.
ZMF08365,One of the items was missing from my order. This is completely unacceptable.
ZMF09921,Received a completely wrong item from Pizza Bay. Customer support is not helping.
ZMF06016,Received a completely wrong item from Pizza Bay. Customer support is not helping.
ZMF00556,Consistently good experience with Zomato. Reliable and fast.
ZMF01270,Food from The Curry House arrived super fast and was polite and professional!
ZMF03899,Food from Pizza Bay arrived super fast and was polite and professional!
ZMF02387,"My order was perfectly packed, no spills at all. The food was neat and secure too."
ZMF09958,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF06994,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF05149,One of the items was missing from my order. My entire meal was ruined.
ZMF08288,I am tired of the an item missing from my order. I want a full refund for this order.
ZMF04954,I love the the zomato gold benefits. It makes ordering food so convenient and enjoyable.
ZMF04416,"The The delivery speed was simply excellent. Keep it up, Zomato."
ZMF04852,"The The customer support was simply excellent. Keep it up, Zomato."
ZMF04756,Food from Grill & Chill arrived super fast and was neat and secure!
ZMF08941,My order was more than 40 minutes late and the food was soggy.
ZMF07361,One of the items was missing from my order. I want a full refund for this order.
ZMF06656,My order was more than an hour late and the food was soggy.
ZMF06310,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF03760,The delivery partner was very quick. Great service!
ZMF03880,I love the the delivery speed. It makes ordering food so convenient and enjoyable.
ZMF04675,"The The wide variety of restaurants was simply excellent. Keep it up, Zomato."
ZMF02256,Amazing discounts and very quick delivery. Highly recommended.
ZMF09325,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF01463,I love the the wide variety of restaurants. It makes ordering food so convenient and enjoyable.
ZMF04141,Food from The Curry House arrived super fast and was hot and fresh!
ZMF06868,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF05889,I am tired of the late delivery. I want a full refund for this order.
ZMF08679,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF08033,My order was more than 40 minutes late and the food was cold.
ZMF08034,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF05091,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF07151,Received a completely wrong item from The Curry House. Customer support is not helping.
ZMF09617,My order was more than 40 minutes late and the food was soggy.
ZMF05168,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF01417,Food from Biryani Central arrived super fast and was neat and secure!
ZMF00564,"My order was perfectly packed, no spills at all. The food was user-friendly too."
ZMF08481,I am tired of the late delivery. I want a full refund for this order.
ZMF07038,The soup was completely spilled in the bag. Terrible packaging.
ZMF07473,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF03542,"My order was perfectly packed, no spills at all. The food was neat and secure too."
ZMF08755,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF01023,The delivery partner was very impressive. Great service!
ZMF04038,"My order was perfectly packed, no spills at all. The food was impressive too."
ZMF08596,Received a completely wrong item from The Curry House. Customer support is not helping.
ZMF03801,"My order was perfectly packed, no spills at all. The food was quick too."
ZMF03888,Food from Noodle Kingdom arrived earlier than expected and was neat and secure!
ZMF08267,The curry was completely spilled in the bag. Terrible packaging.
ZMF03511,"My order was perfectly packed, no spills at all. The food was hot and fresh too."
ZMF05119,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF07569,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF03765,"My order was perfectly packed, no spills at all. The food was hot and fresh too."
ZMF03754,"The The delivery speed was simply excellent. Keep it up, Zomato."
ZMF01705,"My order was perfectly packed, no spills at all. The food was delicious too."
ZMF03252,The delivery partner was very quick. Great service!
ZMF03022,"My order was perfectly packed, no spills at all. The food was neat and secure too."
ZMF08831,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF07247,The soup was completely spilled in the bag. Terrible packaging.
ZMF05958,I am tired of the cold food. I want a full refund for this order.
ZMF03653,I love the the delivery speed. It makes ordering food so convenient and enjoyable.
ZMF08702,My order was more than 40 minutes late and the food was soggy.
ZMF01561,"My order was perfectly packed, no spills at all. The food was delicious too."
ZMF07779,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF00857,The delivery partner was very user-friendly. Great service!
ZMF07134,My order was more than an hour late and the food was cold.
ZMF07702,My order was more than 40 minutes late and the food was cold.
ZMF09111,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF09109,I am tired of the spilled food due to poor packaging. It was a very frustrating experience.
ZMF04087,Food from The Curry House arrived earlier than expected and was delicious!
ZMF00724,"My order was perfectly packed, no spills at all. The food was hot and fresh too."
ZMF09021,The curry was completely spilled in the bag. Terrible packaging.
ZMF03887,Consistently good experience with Zomato. Reliable and fast.
ZMF09153,One of the items was missing from my order. My entire meal was ruined.
ZMF07731,Received a completely wrong item from Pizza Bay. Customer support is not helping.
ZMF03127,Amazing discounts and very quick delivery. Highly recommended.
ZMF02916,"The The delivery speed was simply excellent. Keep it up, Zomato."
ZMF08458,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF01643,Amazing discounts and very quick delivery. Highly recommended.
ZMF02259,Consistently good experience with Zomato. Reliable and fast.
ZMF06684,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF07603,One of the items was missing from my order. I want a full refund for this order.
ZMF05730,I am tired of the spilled food due to poor packaging. I had to wait for more than an hour.
ZMF07443,My order was more than an hour late and the food was cold.
ZMF02972,Consistently good experience with Zomato. Reliable and fast.
ZMF04392,"The The wide variety of restaurants was simply excellent. Keep it up, Zomato."
ZMF02291,"My order was perfectly packed, no spills at all. The food was neat and secure too."
ZMF08796,The curry was completely spilled in the bag. Terrible packaging.
ZMF07636,My order was more than 40 minutes late and the food was cold.
ZMF09462,One of the items was missing from my order. This is completely unacceptable.
ZMF09760,The curry was completely spilled in the bag. Terrible packaging.
ZMF08221,The curry was completely spilled in the bag. Terrible packaging.
ZMF08338,Received a completely wrong item from Pizza Bay. Customer support is not helping.
ZMF05878,The curry was completely spilled in the bag. Terrible packaging.
ZMF09848,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF06640,Received a completely wrong item from Grill & Chill. Customer support is not helping.
ZMF09688,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF03763,I love the the customer support. It makes ordering food so convenient and enjoyable.
ZMF03064,Consistently good experience with Zomato. Reliable and fast.
ZMF01615,The delivery partner was very neat and secure. Great service!
ZMF04742,"The The food quality was simply excellent. Keep it up, Zomato."
ZMF05116,One of the items was missing from my order. I had to wait for more than an hour.
ZMF03267,The delivery partner was very delicious. Great service!
ZMF08146,One of the items was missing from my order. I had to wait for more than an hour.
ZMF02325,Food from The Curry House arrived super fast and was excellent!
ZMF06262,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF06818,Received a completely wrong item from The Curry House. Customer support is not helping.
ZMF00211,I love the the zomato gold benefits. It makes ordering food so convenient and enjoyable.
ZMF03906,Food from Noodle Kingdom arrived super fast and was excellent!
ZMF06977,One of the items was missing from my order. This is completely unacceptable.
ZMF09591,One of the items was missing from my order. I want a full refund for this order.
ZMF01221,The delivery partner was very user-friendly. Great service!
ZMF00080,I love the the customer support. It makes ordering food so convenient and enjoyable.
ZMF09348,I am tired of the the app crashing during payment. My entire meal was ruined.
ZMF08091,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF05775,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF01071,Food from Noodle Kingdom arrived earlier than expected and was excellent!
ZMF09968,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF05384,My order was more than an hour late and the food was cold.
ZMF05366,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
